Comunidades y Ciudades Autónomas;Grupos ECOICOP;Tipo de dato;Periodo;Total
03 Asturias, Principado de;Índice general;Variación anual;2012M05;1,8
03 Asturias, Principado de;Índice general;Variación anual;2012M04;2,0
03 Asturias, Principado de;Índice general;Variación anual;2012M03;1,9
03 Asturias, Principado de;Índice general;Variación anual;2012M02;1,9
03 Asturias, Principado de;Índice general;Variación anual;2012M01;2,0
03 Asturias, Principado de;Índice general;Variación anual;2011M12;2,7
03 Asturias, Principado de;Índice general;Variación anual;2011M11;2,9
03 Asturias, Principado de;Índice general;Variación anual;2011M10;3,3
03 Asturias, Principado de;Índice general;Variación anual;2011M09;3,4
03 Asturias, Principado de;Índice general;Variación anual;2011M08;3,3
03 Asturias, Principado de;Índice general;Variación anual;2011M07;3,4
03 Asturias, Principado de;Índice general;Variación anual;2011M06;3,5
03 Asturias, Principado de;Índice general;Variación anual;2011M05;3,9
03 Asturias, Principado de;Índice general;Variación anual;2011M04;4,2
03 Asturias, Principado de;Índice general;Variación anual;2011M03;4,1
03 Asturias, Principado de;Índice general;Variación anual;2011M02;4,2
03 Asturias, Principado de;Índice general;Variación anual;2011M01;3,7
03 Asturias, Principado de;Índice general;Variación anual;2010M12;3,2
03 Asturias, Principado de;Índice general;Variación anual;2010M11;2,7
03 Asturias, Principado de;Índice general;Variación anual;2010M10;2,6
03 Asturias, Principado de;Índice general;Variación anual;2010M09;2,4
03 Asturias, Principado de;Índice general;Variación anual;2010M08;2,0
03 Asturias, Principado de;Índice general;Variación anual;2010M07;2,1
03 Asturias, Principado de;Índice general;Variación anual;2010M06;1,7
03 Asturias, Principado de;Índice general;Variación anual;2010M05;1,9
03 Asturias, Principado de;Índice general;Variación anual;2010M04;1,6
03 Asturias, Principado de;Índice general;Variación anual;2010M03;1,4
03 Asturias, Principado de;Índice general;Variación anual;2010M02;0,8
03 Asturias, Principado de;Índice general;Variación anual;2010M01;1,0
03 Asturias, Principado de;Índice general;Variación anual;2009M12;0,7
04 Balears, Illes;Índice general;Variación anual;2023M12;3,3
04 Balears, Illes;Índice general;Variación anual;2023M11;3,6
04 Balears, Illes;Índice general;Variación anual;2023M10;3,8
04 Balears, Illes;Índice general;Variación anual;2023M09;4,0
04 Balears, Illes;Índice general;Variación anual;2023M08;3,1
04 Balears, Illes;Índice general;Variación anual;2023M07;3,0
04 Balears, Illes;Índice general;Variación anual;2023M06;2,6
04 Balears, Illes;Índice general;Variación anual;2023M05;3,8
04 Balears, Illes;Índice general;Variación anual;2023M04;4,6
04 Balears, Illes;Índice general;Variación anual;2023M03;3,4
04 Balears, Illes;Índice general;Variación anual;2023M02;6,0
04 Balears, Illes;Índice general;Variación anual;2023M01;5,7
04 Balears, Illes;Índice general;Variación anual;2022M12;5,5
04 Balears, Illes;Índice general;Variación anual;2022M11;6,3
04 Balears, Illes;Índice general;Variación anual;2022M10;7,3
04 Balears, Illes;Índice general;Variación anual;2022M09;8,9
04 Balears, Illes;Índice general;Variación anual;2022M08;10,7
04 Balears, Illes;Índice general;Variación anual;2022M07;10,3
04 Balears, Illes;Índice general;Variación anual;2022M06;9,7
04 Balears, Illes;Índice general;Variación anual;2022M05;8,2
04 Balears, Illes;Índice general;Variación anual;2022M04;7,8
04 Balears, Illes;Índice general;Variación anual;2022M03;9,4
04 Balears, Illes;Índice general;Variación anual;2022M02;7,5
04 Balears, Illes;Índice general;Variación anual;2022M01;6,0
04 Balears, Illes;Índice general;Variación anual;2021M12;6,5
04 Balears, Illes;Índice general;Variación anual;2021M11;5,7
04 Balears, Illes;Índice general;Variación anual;2021M10;5,6
04 Balears, Illes;Índice general;Variación anual;2021M09;4,2
04 Balears, Illes;Índice general;Variación anual;2021M08;3,4
04 Balears, Illes;Índice general;Variación anual;2021M07;3,0
04 Balears, Illes;Índice general;Variación anual;2021M06;3,2
04 Balears, Illes;Índice general;Variación anual;2021M05;3,1
04 Balears, Illes;Índice general;Variación anual;2021M04;2,6
04 Balears, Illes;Índice general;Variación anual;2021M03;1,6
04 Balears, Illes;Índice general;Variación anual;2021M02;0,2
04 Balears, Illes;Índice general;Variación anual;2021M01;0,7
04 Balears, Illes;Índice general;Variación anual;2020M12;-0,4
04 Balears, Illes;Índice general;Variación anual;2020M11;-0,5
04 Balears, Illes;Índice general;Variación anual;2020M10;-0,7
04 Balears, Illes;Índice general;Variación anual;2020M09;-0,5
04 Balears, Illes;Índice general;Variación anual;2020M08;-0,7
04 Balears, Illes;Índice general;Variación anual;2020M07;-0,6
04 Balears, Illes;Índice general;Variación anual;2020M06;-0,5
04 Balears, Illes;Índice general;Variación anual;2020M05;-1,0
04 Balears, Illes;Índice general;Variación anual;2020M04;-0,8
04 Balears, Illes;Índice general;Variación anual;2020M03;0,2
04 Balears, Illes;Índice general;Variación anual;2020M02;1,0
04 Balears, Illes;Índice general;Variación anual;2020M01;1,1
04 Balears, Illes;Índice general;Variación anual;2019M12;1,0
04 Balears, Illes;Índice general;Variación anual;2019M11;0,4
04 Balears, Illes;Índice general;Variación anual;2019M10;0,1
04 Balears, Illes;Índice general;Variación anual;2019M09;0,1
04 Balears, Illes;Índice general;Variación anual;2019M08;0,1
04 Balears, Illes;Índice general;Variación anual;2019M07;0,2
04 Balears, Illes;Índice general;Variación anual;2019M06;0,0
04 Balears, Illes;Índice general;Variación anual;2019M05;0,4
04 Balears, Illes;Índice general;Variación anual;2019M04;1,2
04 Balears, Illes;Índice general;Variación anual;2019M03;1,1
04 Balears, Illes;Índice general;Variación anual;2019M02;0,7
04 Balears, Illes;Índice general;Variación anual;2019M01;0,7
04 Balears, Illes;Índice general;Variación anual;2018M12;0,7
04 Balears, Illes;Índice general;Variación anual;2018M11;1,2
04 Balears, Illes;Índice general;Variación anual;2018M10;1,9
04 Balears, Illes;Índice general;Variación anual;2018M09;1,9
04 Balears, Illes;Índice general;Variación anual;2018M08;1,9
04 Balears, Illes;Índice general;Variación anual;2018M07;2,0
04 Balears, Illes;Índice general;Variación anual;2018M06;2,2
04 Balears, Illes;Índice general;Variación anual;2018M05;2,1
04 Balears, Illes;Índice general;Variación anual;2018M04;1,0
04 Balears, Illes;Índice general;Variación anual;2018M03;1,1
04 Balears, Illes;Índice general;Variación anual;2018M02;1,1
04 Balears, Illes;Índice general;Variación anual;2018M01;0,7
04 Balears, Illes;Índice general;Variación anual;2017M12;1,3
04 Balears, Illes;Índice general;Variación anual;2017M11;1,8
04 Balears, Illes;Índice general;Variación anual;2017M10;1,8
04 Balears, Illes;Índice general;Variación anual;2017M09;2,1
04 Balears, Illes;Índice general;Variación anual;2017M08;1,9
04 Balears, Illes;Índice general;Variación anual;2017M07;1,8
04 Balears, Illes;Índice general;Variación anual;2017M06;1,8
04 Balears, Illes;Índice general;Variación anual;2017M05;2,2
04 Balears, Illes;Índice general;Variación anual;2017M04;2,7
04 Balears, Illes;Índice general;Variación anual;2017M03;2,4
04 Balears, Illes;Índice general;Variación anual;2017M02;2,9
04 Balears, Illes;Índice general;Variación anual;2017M01;2,9
04 Balears, Illes;Índice general;Variación anual;2016M12;1,6
04 Balears, Illes;Índice general;Variación anual;2016M11;0,7
04 Balears, Illes;Índice general;Variación anual;2016M10;0,7
04 Balears, Illes;Índice general;Variación anual;2016M09;0,1
04 Balears, Illes;Índice general;Variación anual;2016M08;-0,2
04 Balears, Illes;Índice general;Variación anual;2016M07;-0,7
04 Balears, Illes;Índice general;Variación anual;2016M06;-0,8
04 Balears, Illes;Índice general;Variación anual;2016M05;-0,9
04 Balears, Illes;Índice general;Variación anual;2016M04;-0,9
04 Balears, Illes;Índice general;Variación anual;2016M03;-0,7
04 Balears, Illes;Índice general;Variación anual;2016M02;-0,6
04 Balears, Illes;Índice general;Variación anual;2016M01;-0,1
04 Balears, Illes;Índice general;Variación anual;2015M12;0,3
04 Balears, Illes;Índice general;Variación anual;2015M11;0,1
04 Balears, Illes;Índice general;Variación anual;2015M10;-0,2
04 Balears, Illes;Índice general;Variación anual;2015M09;-0,4
04 Balears, Illes;Índice general;Variación anual;2015M08;0,2
04 Balears, Illes;Índice general;Variación anual;2015M07;0,6
04 Balears, Illes;Índice general;Variación anual;2015M06;0,4
04 Balears, Illes;Índice general;Variación anual;2015M05;0,2
04 Balears, Illes;Índice general;Variación anual;2015M04;-0,2
04 Balears, Illes;Índice general;Variación anual;2015M03;-0,4
04 Balears, Illes;Índice general;Variación anual;2015M02;-0,9
04 Balears, Illes;Índice general;Variación anual;2015M01;-1,1
04 Balears, Illes;Índice general;Variación anual;2014M12;-0,8
04 Balears, Illes;Índice general;Variación anual;2014M11;-0,1
04 Balears, Illes;Índice general;Variación anual;2014M10;0,2
04 Balears, Illes;Índice general;Variación anual;2014M09;0,3
04 Balears, Illes;Índice general;Variación anual;2014M08;0,0
04 Balears, Illes;Índice general;Variación anual;2014M07;0,1
04 Balears, Illes;Índice general;Variación anual;2014M06;0,5
04 Balears, Illes;Índice general;Variación anual;2014M05;0,6
04 Balears, Illes;Índice general;Variación anual;2014M04;0,6
04 Balears, Illes;Índice general;Variación anual;2014M03;0,3
04 Balears, Illes;Índice general;Variación anual;2014M02;0,4
04 Balears, Illes;Índice general;Variación anual;2014M01;0,5
04 Balears, Illes;Índice general;Variación anual;2013M12;0,5
04 Balears, Illes;Índice general;Variación anual;2013M11;0,3
04 Balears, Illes;Índice general;Variación anual;2013M10;-0,1
04 Balears, Illes;Índice general;Variación anual;2013M09;0,5
04 Balears, Illes;Índice general;Variación anual;2013M08;1,6
04 Balears, Illes;Índice general;Variación anual;2013M07;1,9
04 Balears, Illes;Índice general;Variación anual;2013M06;2,2
04 Balears, Illes;Índice general;Variación anual;2013M05;1,8
04 Balears, Illes;Índice general;Variación anual;2013M04;1,7
04 Balears, Illes;Índice general;Variación anual;2013M03;2,6
04 Balears, Illes;Índice general;Variación anual;2013M02;3,1
04 Balears, Illes;Índice general;Variación anual;2013M01;2,8
04 Balears, Illes;Índice general;Variación anual;2012M12;3,1
04 Balears, Illes;Índice general;Variación anual;2012M11;3,2
04 Balears, Illes;Índice general;Variación anual;2012M10;3,7
04 Balears, Illes;Índice general;Variación anual;2012M09;3,6
04 Balears, Illes;Índice general;Variación anual;2012M08;2,7
04 Balears, Illes;Índice general;Variación anual;2012M07;2,2
04 Balears, Illes;Índice general;Variación anual;2012M06;2,0
04 Balears, Illes;Índice general;Variación anual;2012M05;2,1
04 Balears, Illes;Índice general;Variación anual;2012M04;2,0
04 Balears, Illes;Índice general;Variación anual;2012M03;1,8
04 Balears, Illes;Índice general;Variación anual;2012M02;1,4
04 Balears, Illes;Índice general;Variación anual;2012M01;2,1
04 Balears, Illes;Índice general;Variación anual;2011M12;2,3
04 Balears, Illes;Índice general;Variación anual;2011M11;2,7
04 Balears, Illes;Índice general;Variación anual;2011M10;2,9
04 Balears, Illes;Índice general;Variación anual;2011M09;2,8
04 Balears, Illes;Índice general;Variación anual;2011M08;2,5
04 Balears, Illes;Índice general;Variación anual;2011M07;2,6
04 Balears, Illes;Índice general;Variación anual;2011M06;2,9
04 Balears, Illes;Índice general;Variación anual;2011M05;3,1
04 Balears, Illes;Índice general;Variación anual;2011M04;3,4
04 Balears, Illes;Índice general;Variación anual;2011M03;3,0
04 Balears, Illes;Índice general;Variación anual;2011M02;3,3
04 Balears, Illes;Índice general;Variación anual;2011M01;2,7
04 Balears, Illes;Índice general;Variación anual;2010M12;2,7
04 Balears, Illes;Índice general;Variación anual;2010M11;2,0
04 Balears, Illes;Índice general;Variación anual;2010M10;1,9
04 Balears, Illes;Índice general;Variación anual;2010M09;1,9
04 Balears, Illes;Índice general;Variación anual;2010M08;1,8
04 Balears, Illes;Índice general;Variación anual;2010M07;1,8
04 Balears, Illes;Índice general;Variación anual;2010M06;1,4
04 Balears, Illes;Índice general;Variación anual;2010M05;1,7
04 Balears, Illes;Índice general;Variación anual;2010M04;1,5
04 Balears, Illes;Índice general;Variación anual;2010M03;1,5
04 Balears, Illes;Índice general;Variación anual;2010M02;1,0
04 Balears, Illes;Índice general;Variación anual;2010M01;1,2
04 Balears, Illes;Índice general;Variación anual;2009M12;0,8
05 Canarias;Índice general;Variación anual;2023M12;3,8
05 Canarias;Índice general;Variación anual;2023M11;3,8
05 Canarias;Índice general;Variación anual;2023M10;4,3
05 Canarias;Índice general;Variación anual;2023M09;4,3
05 Canarias;Índice general;Variación anual;2023M08;3,5
05 Canarias;Índice general;Variación anual;2023M07;3,6
05 Canarias;Índice general;Variación anual;2023M06;3,9
05 Canarias;Índice general;Variación anual;2023M05;4,9
05 Canarias;Índice general;Variación anual;2023M04;5,5
05 Canarias;Índice general;Variación anual;2023M03;4,6
05 Canarias;Índice general;Variación anual;2023M02;6,8
05 Canarias;Índice general;Variación anual;2023M01;6,3
05 Canarias;Índice general;Variación anual;2022M12;5,8
05 Canarias;Índice general;Variación anual;2022M11;6,9
05 Canarias;Índice general;Variación anual;2022M10;7,0
05 Canarias;Índice general;Variación anual;2022M09;8,2
05 Canarias;Índice general;Variación anual;2022M08;9,5
05 Canarias;Índice general;Variación anual;2022M07;9,4
05 Canarias;Índice general;Variación anual;2022M06;8,5
05 Canarias;Índice general;Variación anual;2022M05;7,3
05 Canarias;Índice general;Variación anual;2022M04;7,1
05 Canarias;Índice general;Variación anual;2022M03;8,4
05 Canarias;Índice general;Variación anual;2022M02;6,8
05 Canarias;Índice general;Variación anual;2022M01;5,5
05 Canarias;Índice general;Variación anual;2021M12;5,8
05 Canarias;Índice general;Variación anual;2021M11;4,6
05 Canarias;Índice general;Variación anual;2021M10;4,2
05 Canarias;Índice general;Variación anual;2021M09;3,2
05 Canarias;Índice general;Variación anual;2021M08;2,4
05 Canarias;Índice general;Variación anual;2021M07;1,8
05 Canarias;Índice general;Variación anual;2021M06;1,6
05 Canarias;Índice general;Variación anual;2021M05;1,6
